Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Chad,4160028466.899657,4667782268.639001,5156158295.430415,4449152369.799341,5004797080.795234,5172927195.783919,5384292338.532954,5786785017.259741,6258717898.81014,6303577859.576315,6389680765.165413,7295337454.625695,8038154505.177886,9403500401.982094,12903156899.009361,15614352170.720217,16200491156.152477,17182636097.67302,18046780608.005123,18928489245.281116,21751623532.50953,22221960066.234257,22127764664.718277,20743635470.835667,22915027717.82569,25682812590.798992,24238063013.938908,23832085166.55602,24980735598.275146,26253249341.276352,26144546216.719284,26904179972.13201
East Asia & Pacific (IDA & IBRD countries),2330827726836.1377,2594335521611.717,2923936392011.6836,3304454501889.3086,3720168523370.975,4161056072382.2,4609168411278.337,5003271927091.566,5099964718581.708,5471796899214.638,6004757803425.608,6537348180810.974,7145558885900.638,7904176560640.629,8821442884667.42,9952148578331.943,11323045264679.182,12991204689490.719,14325314853042.191,15482598194605.455,17167231914354.225,18971381286588.664,20719778322725.37,22071680580688.297,23275954187613.523,24110640317569.46,25362499397541.92,26953450661816.523,29362628892694.758,31587640853694.18,32227190659269.67,35828246263493.51
Europe & Central Asia (IDA & IBRD countries),2961385708298.2427,2892991256910.271,2707764344101.044,2648377173695.8096,2454921510697.735,2493901678749.498,2556377159833.9326,2676859123468.9,2516761699229.878,2606037087939.554,2884561887203.0015,3046206547474.261,3260805352224.318,3569096025489.31,3983429349431.9336,4429754988513.49,5242537464871.604,5855064041368.024,6691978713161.751,6546491623023.155,7032282968223.487,7761954158725.118,8242093680702.611,8877954218301.201,9114074830713.818,9059178334450.512,9376425189831.963,10018712869240.416,10738774601904.275,11113830132023.787,11116995717281.227,12228274063818.633
Togo,3142335812.597385,3225862958.2941008,3168039597.8539443,2753555147.813527,3233713928.9755244,3560553556.4646497,3946124750.9081993,4591305764.854589,4536199566.168627,4714288848.969557,4783321027.27689,4931362076.546347,5199864537.775325,5658825381.191186,5753863731.375209,5657382814.591783,5986500327.476518,6076037314.090042,6444129553.90395,6844591041.104666,7349335220.892414,7982028402.808855,8312518982.115615,8869531772.51289,9481974532.779984,10232891545.499702,14675975035.170603,15491186678.279367,16650563551.110952,17873763804.251476,18406256349.38744,20179618497.538464
Thailand,243591757157.69473,273381669417.32117,302213898647.2753,334906956782.04877,369413153109.369,407785911239.0915,438722171909.0186,433998769009.64246,405379042317.8774,429888157734.6175,459213969132.3045,485732651258.0499,523636323157.84845,572359266471.0538,624687680544.3494,671256769500.4539,726344662867.3036,786519156246.7574,815437338668.2468,814996268205.0831,886760580870.8252,912789677004.3535,1008787036643.5455,1049947947719.5524,1059446245268.471,1087226612256.6077,1146040786539.4275,1205839343826.6821,1286784517454.1375,1337983854352.0007,1270215980190.7874,1343720208937.094
Tajikistan,13942341563.146215,13390455920.581232,9723884661.38089,8321856469.954432,6689156538.04015,5981458528.935481,5073784030.18522,5248022214.403874,5589049133.475824,5877495418.357947,6510999128.7823715,7295551097.999487,8209454321.9960575,9292338345.439613,10524586132.37595,11581877924.910212,12774994002.83661,14143620471.085117,15553661348.163029,16263834234.210432,17529145437.62227,19217458989.962734,21658600564.25814,24403521790.66583,27259901285.781384,26633770683.02534,26986131282.044296,28886920271.41977,31824673074.019627,34791287804.02868,36759888569.575096,41809911366.857765
Turkmenistan,20006374783.497383,19730438724.48228,17159930001.1917,17830178825.810677,15060463437.644573,14269168929.824377,15503970688.50831,13973394812.468792,15133947615.227581,17879511411.9998,19284575687.414494,20575613011.275295,20950031462.527508,22061837366.953873,23786862759.708637,27730387626.074966,31722865133.659912,36183324108.033325,42298258527.5766,45166102910.605415,49914124639.90615,58441023273.07743,63516102657.54685,68363227534.633064,73746160882.65689,76192141990.11241,78493347164.34584,81787812382.05077,88933719471.9232,96227533617.69766,,
Latin America & the Caribbean (IDA & IBRD countries),2634544826306.5254,2823675276716.566,2974497854458.413,3117296388159.9497,3341406496767.8057,3454915940735.5205,3648486410915.36,3907293234753.677,4042893476794.577,4098570633746.1074,4346208998502.551,4471282637097.341,4553048720653.057,4738356818429.371,5162047794684.434,5566408949338.67,6121301279680.91,6643117834818.77,7068555339487.403,7029949882033.759,7562764328842.149,8158245418067.667,8420543517051.681,8802799065244.621,9090690301984.16,9059638840812.693,9313909346126.258,9805383795131.988,10200600207902.346,10415819419613.48,9934273769701.822,11028350271676.857
Timor-Leste,,,,,,,,,,,1104976410.6691973,1314578836.006685,1245608267.9939759,1242472545.3566833,1280928914.0668588,1360566340.6509116,1344771115.6594346,1522849620.4860477,1728844547.4002745,1916429032.6503043,2120401099.5783641,2293373047.5717015,2657507560.403959,2863816239.4548597,3195409377.0444646,3484489056.3150344,3817094819.872449,3950440170.8179755,4017006784.4492974,4887651461.83979,5459609084.950368,5936680886.038196
Middle East & North Africa (IDA & IBRD countries),1060658932757.7963,1173400282370.4045,1258044975626.2437,1308761993762.3594,1354307499221.9592,1421173336834.3894,1540015088469.3203,1625016667817.3994,1752641784500.995,1863099026142.7427,2029316012310.8203,2132931772519.0212,2239836925769.5566,2328291459862.311,2579884886601.208,2774060754515.5,3006728723329.8438,3279321112388.545,3455460838200.373,3557890403257.322,3788957303308.4844,3860183682488.673,4003996989944.1895,4027398622904.4785,3983052199337.0015,3811331191286.303,3906879843482.9663,4085648855028.0454,4253982181108.653,4391752611147.133,4334545421723.1035,4716313186789.354
Tonga,211378052.45637482,232544705.23214406,238443500.00163752,253219842.69982663,271435724.46448374,297575411.22686905,308495112.8883543,317654266.40074354,329127831.6278416,346151668.13857347,357094850.57299644,378828855.7358254,403384928.5887216,420840186.6188093,421719719.0052126,435296559.5937093,448061027.6328343,461417495.1393857,492605662.0184071,469987780.2384684,479457743.0203312,522789476.01637596,536952340.4602969,548060413.3646063,569579124.97242,582019616.5855422,626480635.6747029,659579680.8777257,677363186.1436424,694540271.4206089,707513060.855294,
South Asia (IDA & IBRD),1435330597327.0916,1513826340928.985,1638220201175.1775,1748910275601.8667,1893155760255.9578,2065996804329.923,2246898220449.6353,2369718420822.411,2527936966958.0156,2759538081392.78,2936889393869.984,3137381861690.2134,3300692336694.8643,3611688552272.5547,3989694537026.274,4426146419823.793,4910758860796.264,5408013226145.922,5686653620662.23,6122604804202.105,6659303101523.88,7140559647735.968,7792811245718.746,8214090810073.791,8628618595673.352,9106605121138.264,9900899419616.03,10577346072834.188,11520870984157.957,12186760945778.67,11694197630430.834,13192303561897.312
Sub-Saharan Africa (IDA & IBRD countries),915465164795.1816,951606169584.2024,972028056069.5896,989790110022.6882,1021849954523.7047,1080070795293.4325,1156869499413.8132,1227721824110.5132,1273001352551.7793,1320893740630.5435,1398524720030.2107,1491435434784.162,1607284080852.4497,1707582887223.0464,1869113051750.4949,2044680054340.665,2236516175061.9355,2439193298067.9883,2616777779950.0454,2712940924787.8433,2906230284430.888,3094127562477.593,3169087164053.947,3420173249259.7637,3670463640991.3213,3760458651378.512,3890809926984.81,4042937055147.7617,4259713585115.284,4455026110821.161,4423940989300.689,4803288970501.482
Trinidad and Tobago,8611422813.489273,9179727086.038315,10336547094.131529,10510755592.854994,11118148902.10905,11783759563.671417,12855619209.571684,14061092217.091547,15374615018.192003,16842450847.619923,18412716474.12244,19612376982.960346,21498879206.018517,25089105205.19944,27810739066.81624,30463734317.607796,35551539595.43686,38248202104.94768,40303936370.29459,38780881442.839615,40551211063.29662,41271904854.10587,40458620343.76561,40731024777.437546,40498518682.09103,37892047971.208206,36332729553.505684,37754220269.4269,38383091851.408356,39002676316.02012,36561916905.07206,37705982751.26319
Tunisia,31461134127.606987,33795030942.349346,37263254360.56749,38981863537.354515,41079753442.71285,42927472591.33366,46837260125.6363,50237270582.24318,53232988561.84948,57251648611.43834,61306340479.58285,65067332558.71674,66955392001.93133,71487472174.46689,77983962571.103,83233610183.5743,90301387043.02544,98964336946.98294,105136734983.82031,109030907120.97829,113619615868.86124,113606614096.65903,116402949203.06117,117963075605.12675,121968960434.88042,121024104321.45355,124270853439.32271,128448941192.23676,134969711708.38026,139200650330.4711,128572655619.76202,138391849621.80115
Turkiye,460010737309.8928,479886386914.9523,520181674552.518,575248680560.5337,555488009522.6797,607934642887.4801,661412644460.8219,722299572401.0801,558264786765.1624,546531228972.08154,608934453005.7168,595720268339.6334,612446571084.0236,641062167603.9242,735764534767.0269,815102819831.0785,945298624740.8842,1042764041963.6113,1139547816150.7341,1112471072750.346,1268774378170.81,1454111481655.516,1550688774591.707,1703669566586.3865,1860471150579.7988,2022398639513.7175,2116397789617.1956,2264269908091.1504,2302309633041.5776,2241542488878.6904,2297010403918.161,2591454561952.8867
Tuvalu,14658401.669110814,15701050.83298169,16506723.984555451,17592613.530371334,19816057.177256286,19219103.4739833,18404301.143662136,20594441.389197078,24054559.70966934,24012080.30141471,24317744.107843153,24865611.297323152,27658211.5263334,26977809.72181304,27072413.210515063,26622688.717113968,28113523.462358087,30935677.396469574,33630936.48551977,31731089.59178054,31398821.58760261,34236508.28246751,34134872.43164566,36242668.07476951,36920366.598158225,41174121.30335012,43940751.80227049,45574226.47176576,47481648.82424496,54997299.810934186,56503481.89514259,60608169.00209507
Tanzania,23489201628.776436,24786702721.75839,25499704280.195827,26418897723.853943,27406056136.968548,28979621469.13107,30851282077.868073,32489639568.824146,34073764614.881138,36234599989.75653,38730712024.289474,42007536721.72113,45688353048.110504,49698914728.13643,54862460858.08874,60813165703.379036,66784630240.94748,73232007246.50931,78880693316.47214,83569229649.40784,89932580946.85089,98844247427.92091,95918398737.83342,103321878143.66861,108827352196.00302,117377411172.35463,127683437546.46191,134274523119.76755,144968225850.41318,156119850062.38504,161155712546.08322,175034871280.44388
Uganda,11698327322.59695,12765645661.241875,13502883208.471613,14973886430.345251,16272991499.578413,18528717051.723213,20579695938.186375,22002242560.98027,23341301018.001835,25576622727.040512,26977872894.130104,29015619248.740314,32041170370.092766,34788577107.20199,38154154619.86247,41842504264.41079,47785436799.27122,53205404675.04403,58948243304.99736,63361148133.791885,67737601230.39526,75638854428.5666,69597099319.39754,71898575876.12209,77086309835.29533,81372227472.59952,82964925710.61017,85406362066.3514,92959304527.14456,100714556629.72441,104936622914.76788,112990969835.47954
Ukraine,395082683432.88416,372908858659.26215,343647812527.186,301838765246.436,237687196695.14017,213065367379.45422,195269873216.70673,192678053018.57736,191144620828.10132,193450616849.9858,209505499428.8727,233077407677.65915,249349470726.80127,278468574051.3711,319671886896.13727,339821965827.7524,376830705741.1125,418811177799.4572,436419897931.0119,372735188664.71,392650330490.43115,422633627957.62036,442499738738.6357,505437818647.7466,461987202639.9889,435489659346.43964,475721740433.81226,503901541149.9646,533937653674.15735,560877207778.6512,546334786278.48724,588384275197.627
Upper middle income,6298323925268.031,6637940224844.148,6895825529007.332,7328273885903.682,7751967048927.051,8218190676305.2295,8804702513967.549,9469992392149.855,9671860560634.703,10176451015371.713,11125822558281.145,11794954677635.916,12554615586104.785,13566854265330.543,15103670355214.385,16842202787046.783,19217652810436.883,21627193501087.67,23897428467652.26,24766762298254.49,27159559043074.766,29793353832371.82,31976739895543.902,33979627796469.03,35395335540088.43,35848807514665.375,37220807367501.3,39489551828870.8,42445487514974.984,44695264067862.336,44848408837754.62,49970879810444.65
Uruguay,19848564107.05513,21245951476.02229,23453671944.815945,24647669902.989124,27007007439.55436,27174166514.384754,29215233446.03223,32259318621.702698,34096578693.34357,33906555933.725742,34005526978.150875,33434987685.04615,31330595720.15728,32206215787.115425,34725675989.48741,38486429481.372116,41300028131.86537,45190830878.96744,49362717915.64337,51787240756.62579,56499352479.0801,60650417083.68529,61471427261.02822,64840118781.40387,68327142922.45854,68982579037.84242,76886969054.72226,79076769218.65999,81352863806.1689,83098233498.27007,78951615236.93883,85823441002.08022
United States,5963144000000.0,6158129000000.0,6520327000000.0,6858559000000.0,7287236000000.0,7639749000000.0,8073122000000.0,8577554457000.0,9062818202000.01,9631174489000.01,10250947997000.0,10581929774000.0,10929112955000.0,11456442041000.0,12217193198000.0,13039199193000.0,13815586948000.0,14474226905000.0,14769857911000.0,14478064934000.0,15048964444000.0,15599728123000.0,16253972230000.0,16843190993000.0,17550680174000.0,18206020741000.0,18695110842000.0,19479620055999.9,20527156026000.0,21372572437000.0,20893743833000.0,22996099999999.9
Uzbekistan,54527249335.0014,56093884432.897095,50946525816.11427,50954586461.34477,49336463281.49039,49917660936.97074,51695775105.17608,55321769366.00114,58350044864.4836,61716743122.66219,65535424279.86481,69802173548.03716,73706870589.39381,78342857182.28001,86438314654.22198,95344720878.70436,105610411752.61119,118739414825.13045,131943555086.947,143480027817.98553,156235777799.13345,171483146991.36444,180491445533.3067,190612221117.7443,199766953604.23962,209082432928.01447,216467147312.94678,221561015372.14807,239002163882.25266,257167467914.3411,265176212243.39532,296689257401.5988
St. Vincent and the Grenadines,442777051.06556225,462948811.3501355,503698485.1356593,537556253.3630131,542185447.7451874,596547191.4295,615293423.4467978,647842617.9696149,681930601.4734207,710283449.5437152,738280791.6609443,768111578.3582574,821755836.9871293,894045668.5694162,955820293.5315473,1010325145.493024,1114372559.8830857,1182519785.563319,1210076437.2350159,1201048384.246812,1161144714.92913,1178083966.391847,1194631528.8620594,1256603598.7630165,1304300297.9695644,1323089731.1233232,1433728849.9902313,1438954583.262437,1518302490.7061803,1551704454.9379878,1486975991.6968262,1560150430.0924964
"Venezuela, RB",188284894374.14658,213591685501.30417,231698912812.05307,237844159702.66315,237215641842.10065,251760343137.4819,255862798764.1627,276856917224.6413,280796308632.20996,267752300688.1629,283913886629.21375,300164149322.3561,277846542577.798,261357019103.77066,317449206077.1234,361185102198.88055,409086717942.5789,456919890852.37396,490261393803.7512,477603466094.3443,476147292318.525,506339379526.1178,,,,,,,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,79235485872.0387,86797868828.87839,96451522114.38683,106708583403.79655,118620627282.10083,132662267291.12231,147708819106.00455,162504948218.82202,173806955172.77426,184670047317.63794,201671942621.74545,218986222271.78445,236456646042.80984,257758605996.47202,284625111991.61206,315705434778.00287,348156317576.15063,383057971120.3603,412508590924.3049,437562095405.05756,471264107176.3269,511891292330.5702,568406279491.1505,607023612214.6012,660607910992.8867,700253741794.0602,770871854428.954,851063153236.112,934135595089.8898,1018830013907.7188,1061423920238.6497,1134151345830.1677
Vanuatu,247180377.66333035,263582886.04144463,276559712.8443844,285197281.668636,317740623.2326611,327660159.8087413,341424888.04904133,364354500.7759925,372791615.1108577,379320237.2186334,410897076.9627844,405879300.2875099,390777323.80081314,415578276.2390565,443749657.41012716,481945481.25288063,538872603.5354874,569328571.8414171,612759153.2534369,635416953.1960874,651160197.3418714,685546560.5298295,705424113.4266248,721139293.1954856,757589964.0797706,768013173.7945478,812081039.2950073,879754256.0136279,926896134.001274,974055485.7989466,932543265.0675874,976457789.1728005
World,29409746577747.28,31012429692351.266,32431800886181.89,33828135639704.777,35640324031293.01,37637484445109.125,39891100755442.54,42172595293301.445,43579986934879.74,45723389421612.875,49136395800215.32,51514087995885.76,53985048951869.234,57047774954275.65,61669837545437.55,66432491157324.445,72747055264260.06,78775978825602.61,83414387895211.69,84101637628759.45,89628966388586.58,95513860376220.56,100425147429116.89,105343026114266.77,109283872222089.44,111577483383074.25,116205400217276.31,122385114609774.56,129865324854682.38,135447526419036.12,133725786767253.03,146714371655253.0
Samoa,371228720.8483412,374955750.72836035,382733684.49559474,407869770.19271994,405989656.123648,442165297.3171688,482585328.29695666,494065786.04153425,510592911.72969186,529104272.11863637,568649434.6597401,624431522.37187,670006151.7080457,718843603.3358557,760928620.6100777,836893798.8488561,881111091.9834452,909321086.1257513,959717844.2964019,960637341.14824,996976381.4083258,1060162940.8461335,1035836328.2234821,1049583786.425325,1069767648.0672666,1126897671.931855,1230684174.872191,1267113152.926404,1281385800.2237358,1361432453.837673,1342156347.7995288,1284995422.349502
Kosovo,,,,,,,,,,,,,,,,,,,11437356903.926788,12090213804.315563,12839938029.33002,13935044684.2312,14527700968.446075,15241997168.88531,15679471217.975956,16732391621.248379,17789238052.072525,18691209711.571312,19789697094.494602,21101879140.87965,20215726096.6717,22977645490.07112
"Yemen, Rep.",24197043006.986977,26589667519.91611,29427729578.514217,31330869749.57891,34150934681.93677,36843788180.135735,39257351037.11663,42023325961.04958,45048936108.17512,47408585535.77235,51479806118.98852,54641846420.16429,57677252741.51765,61019624233.00042,65146837739.49229,70946808276.03882,75454639280.40575,80080896337.35074,84593823526.97517,88427586026.42616,96383119130.4684,85876118856.23453,85440864870.43839,92755610680.31749,,,,,,,,
South Africa,260005530907.57346,266061272857.0179,266309179212.54318,275984556651.8174,290898092201.7126,306204872446.8977,325219274833.31006,339428971756.4062,344965603985.84814,358222819601.56256,381724746539.1971,400863593448.0978,422175816220.22174,443203877379.85284,475829138245.23395,516647451419.1408,562434295851.7928,608598165269.5667,640063779483.3956,634258446718.832,661392376743.8315,696526225201.7673,698221030088.3131,730517644099.6842,741915589342.2042,758901003361.1437,772768693550.7716,790170550983.232,821083347317.3982,836715061578.0365,792333514802.214,865816048669.6173
Zambia,11847058430.60783,12243272190.685331,12305534370.040016,13453484707.274296,12555571158.084465,13190296821.750078,14267070075.919977,15066626465.58737,15177433255.44123,16107044136.6051,17113922255.312107,18429915643.36054,19560549190.477116,21331881962.081463,23444928880.474155,25929697168.84878,28842419574.697872,32096043406.391502,35254591577.33818,38751988573.04101,43256433747.66532,46612238752.76505,49508703940.27044,53419843089.15368,54506587744.5274,54472595406.47453,55712209199.12732,58735190955.72394,62564660379.34461,64601642092.143425,63559367707.058846,68565715831.75482
Zimbabwe,18484023050.25757,20166182943.96945,18766223026.053158,19413042443.212116,21658710811.612667,22147816487.196644,24890018633.90334,25997935711.05755,27049089167.695477,27205943248.677322,26971169699.154427,27975846199.83787,25884901130.712833,21909785323.168518,21191357320.58298,20607673350.45486,20508196079.194836,20292955912.796707,17027841252.24372,19196771828.569786,23249895907.79819,27101598206.31023,31160636694.197514,34187291083.38239,35494681434.616875,37016438435.25281,39375709106.000725,34396334574.95222,36917060442.96043,35268557271.13318,33463221326.060993,36892483563.14896
